
784596,842668,Irish Coffee,Easy,Beverage,Pour the whiskey and hot cane sugar into a large heat-resistant glass. Then use your small folded spoon: place it in the glass# on the surface of the mixture# then pour the hot coffee into the spoon# raising it as you go. This prevents the coffee from "plunging" into the whiskey# so it stays on top and forms a second layer.Add the whipped cream to form the third layer. If desired# sprinkle with unsweetened cocoa powder. Serve with a straw.,1
784596,323205,Harvey Wallbanger,Easy,Beverage,Pour in the vodka# orange juice and Galliano liqueur.,1
784596,157851,Cuba Libre,Easy,Beverage,Pour lemon and rum over ice cubes. Top up with Coca Cola. Stir slowly.,1
749309,834205,Screwdriver,Medium,Beverage,Pour ingredients into shaker. Shake# then serve.,1
749309,435168,Kir,Easy,Beverage,Pour the white wine over the cream# stirring gently if necessary.,1
749309,344695,Ti Punch,Medium,Beverage,Slowly mash the lime with the cane sugar syrup and add the rum.,1
749309,900713,Side Car,Easy,Beverage,Shake the ingredients in the shaker with 5 or 6 ice cubes and serve in the chilled glass# holding back the ice cubes.,1
749309,580956,White Lady,Easy,Beverage,Shake the ingredients with ice cubes and pour into the glass# holding back the ice cubes.,1
749309,665376,Dry Martini,Easy,Beverage,Pour martini and gin into mixing glass. Fill to 2/3 with ice cubes. Strike quickly with the mixing spoon from top to bottom. Serve# retaining the ice cubes in the chilled glass# decorated with an olive pricked with a stick at the bottom of the glass.,1
749309,360045,Black Russian,Easy,Beverage,Pour spirits directly over ice cubes. Stir before serving.,1
749309,484863,Cosmopolitan,Medium,Beverage,Combine ingredients with ice cubes and strain into glass.,1
749309,192990,Tom Collins,Easy,Beverage,Pour the sugar# gin and lemon juice into the glass. Stir to dissolve the sugar# add a few ice cubes and top up with chilled sparkling water.,1
749309,720859,Negroni,Easy,Beverage,Pour ingredients directly into glass over ice. Stir lightly and serve.,1
803635,163698,Singapore Sling,Expert,Beverage,Squeeze half a lime over the ice cubes and discard. Add ingredients.,1
803635,905425,Bronx,Easy,Beverage,Shake the ingredients with ice cubes and pour into the glass# retaining the ice. .,1
803635,860676,Dubonnet Cocktail,Easy,Beverage,Place ice cubes# gin and dubonnet in mixing glass.,1
803635,532442,Orange Blossom,Easy,Beverage,Shake with ice cubes. Pour through ice strainer.,1
803635,589647,Paradise,Easy,Beverage,Shake the gin# apricot liqueur and orange juice with a few ice cubes.,1
803635,121577,Red Lion,Easy,Beverage,Shake the gin# cointreau# orange juice and lemon juice with a few ice cubes.,1
803635,812764,GodMother,Easy,Beverage,Pour in the vodka# then the Amaretto liqueur.,1
803635,265029,GodFather,Easy,Beverage,Pour ingredients into an old-fashioned glass with a few ice cubes. Stir with the mixing spoon.,1
803635,389393,Stinger,Easy,Beverage,Shake together cognac and crème de menthe.,1
803635,833252,Bellini,Easy,Beverage,Use peach purée or mash a peach to obtain a liquid purée. Add the sugar# stir and leave the mixture in the fridge for around 2 hours# until it has the required freshness. Pour the nectar into a glass and top up with chilled champagne. Stir gently and serve.,1
803635,580834,Manhattan,Easy,Beverage,Pour the ingredients into a mixing glass with ice cubes and shake vigorously with a mixing spoon. Strain into the chilled glass# holding back the ice cubes.,1
803635,299738,Daiquiri,Medium,Beverage,Make the "Daiquiri" recipe in a shaker.,1
803635,997698,Caïpirinha,Easy,Beverage,Wash the lime and cut off both ends. Cut the lemon into 8 or 9 pieces and remove the bitter central white part. Place the pieces in the glass and pour in a generous tablespoon of sugar. Stack firmly in the glass with the powdered sugar until all the juice has been extracted. Cover the lemon-sugar mixture with a good layer of crushed ice or single ice cubes (flush)# then level with cachaça to within a finger's breadth of the rim.Do not add any more sugar after adding the ice (the new sugar will no longer dissolve). Stir lightly with a blender and serve with one or two straws (in case one is blocked by ice or lemon pulp).,1
803635,410606,pamplemousse Gin,Easy,Beverage,Place grapefruit juice# gin and ice cubes in a shaker. Shake vigorously. Spoon into glasses.,1
803635,555816,Golden gin fizz,Medium,Beverage,Combine all ingredients except tonic. Strain into glass and top up with tonic.,1
803635,721163,WaterMelon Vodka,Expert,Aperitif,Please put your bottle in the watermelon and then you have to wait for 5 hours and degustate your delicious watermelon,1
